id,count,avg,popularity,profit,ratio,title
398535,1,3.7,1.4340947499089514,0.9129406449888732,0.0,Udta Punjab
399612,1,2.9,1.2510205942998114,0.0,0.0,Realive
403429,1,3.8,1.211730832849394,0.0,0.0,Two Lottery Tickets
403434,1,2.35,0.8521177972350289,0.0,0.0,Level Up
403605,1,3.2,1.4975626663723631,0.0,0.0,Headshot
408024,1,3.05,0.8773278414817292,0.0,,Moka
408439,1,3.05,2.2437250321737405,0.0,0.0,Hounds of Love
417678,1,3.65,2.4938703554727244,0.0,0.0,"Everything, Everything"
421281,1,3.9,1.3173300606533551,0.0,0.0,Borrowed Time
424600,1,3.25,1.1045290831985832,0.0,0.0,The Immortal Life of Henrietta Lacks
424998,1,3.1,1.3015060567268133,0.0,0.0,The Case for Christ
426272,1,3.0,2.221625331621942,0.0,,Take Me
428687,1,2.85,0.9111065170241828,0.0,0.0,Deidra & Laney Rob a Train
430988,1,2.5,2.2337115358174304,0.0,0.0,Vamps
435366,1,3.9,0.8578850463965836,0.0,0.0,Fabricated City
377462,1,4.25,1.2656112179640926,0.0,0.0,O.J.: Made in America
377276,1,2.9,0.8031668255984948,0.0,0.0,Struggle for Life
377154,1,3.5,1.5911407353788392,0.0,0.0,Being 17
353378,1,2.4,0.7943721064427693,0.0,0.0,Big Stone Gap
338387,1,3.45,0.971006542764702,0.0,0.0,Youth in Oregon
339148,1,2.85,0.8442068022713032,0.0,0.0,Already Tomorrow in Hong Kong
340666,1,3.6,2.9396264702310435,0.26246607125081656,0.0,Nocturnal Animals
341006,1,3.05,2.7312761777320533,0.0,0.0,The Belko Experiment
343284,1,2.7,1.5456969398367908,0.0,0.0,Night Of The Living Deb
347031,1,3.4,2.21884233189088,0.3389581916918395,0.0,Swiss Army Man
347881,1,3.15,1.614444757241417,0.0,0.0,The Confirmation
348537,1,2.65,1.5976982717204014,0.0,0.0,Spanish Affair 2
352695,1,2.7,0.9854383647182832,0.0,0.0,Joshy
355111,1,3.1,1.5782796978142202,0.0,0.0,Barbie in Rock 'N Royals
376424,1,3.0,0.8027573536189796,0.0,0.0,Beware the Slenderman
356305,1,3.15,2.6763138209913304,1.133388871719632,0.0,Why Him?
358881,1,3.25,1.2320102557251704,0.0,0.0,Made in France
361745,1,3.45,0.7942243357130804,0.0,0.0,Autumn Dreams
362057,1,2.35,1.5744088978246782,0.0,0.0,Martyrs
366924,1,3.4,2.043089360352374,0.0,0.0,Batman: Bad Blood
367999,1,3.3,0.8600035149025749,0.0,0.0,The Last Will Be the Last
374416,1,3.4,1.6460089644876177,0.0,0.0,Quo vado?
374430,1,4.15,3.215300721796192,0.0,0.0,Black Mirror: White Christmas
376233,1,3.95,0.8735289404972361,0.0,0.0,"Life, Animated"
259611,1,3.1,1.5016711708018018,0.0,0.0,Frontera
255709,1,4.05,0.9474443781804004,0.0,0.0,Hope
85446,1,3.35,2.0617825351860084,1.4484916921047435,0.0,Step Up Revolution
111440,1,2.75,2.342129888242436,0.0,0.0,The Pact
114958,1,1.95,1.3010585886293469,0.0,0.0,Storage 24
116979,1,3.15,1.5277539920407888,0.0,0.0,Chained
119360,1,3.1,1.4873134413701692,0.0,0.0,Me and You
120143,1,3.25,1.8952094609968289,0.0,0.0,The Four
